purchase_id,ticket_id,number_passport,ticket_price,miles_discount,round_trip_discount,insurance_price,ticket_subtotal
270,1,70d52bae-58c4-404c-89d2-cf3d11ae9855,0,0,0,0,0
252,2,1fe76d13-122b-49fb-af6f-e851f96faf6b,0,0,0,0,0
697,3,1e155a88-9010-4554-a9ef-4f463f81d7f2,0,0,0,0,0
746,4,1235da23-321b-43c2-8fbb-d07dd04f0d10,0,0,0,0,0
702,5,08e129f2-b63c-4197-b94d-f621b19102ee,0,0,0,0,0
851,6,35559707-d30b-4d9a-beec-c521e191517f,0,0,0,0,0
820,7,755c28d7-5225-4651-be20-0329627e359c,0,0,0,0,0
56,8,f9845022-2997-4a06-8bff-68f48d03224f,0,0,0,0,0
530,9,b8203e5e-07dd-4f9a-a66a-2b8c1d105c30,0,0,0,0,0
189,10,75b6cd3b-e752-42fc-9f46-0d1639e0bf8f,0,0,0,0,0
650,11,1a218a8e-3ac5-4f54-896c-cb48ba606522,0,0,0,0,0
597,12,e0dd69f9-df0c-4cd1-a2a5-f73764b12b26,0,0,0,0,0
126,13,a8ba6b62-e505-4351-a195-34c9516fd5ac,0,0,0,0,0
110,14,c25c5744-6153-42c4-a201-9ef692b0194b,0,0,0,0,0
514,15,cb99f503-99ce-4605-9f47-e62f72088c2e,0,0,0,0,0
613,16,b9532e85-5695-423e-84ca-be608c0b4148,0,0,0,0,0
655,17,62d2e461-5e93-45ab-bf82-d457e3d1834b,0,0,0,0,0
617,18,21cf0b55-87b5-414a-90e3-db10f0397c8e,0,0,0,0,0
696,19,70424b3e-6536-49b9-8de5-d3f759448b8c,0,0,0,0,0
998,20,e84d2b27-2004-402d-8b33-33042ec5f0a4,0,0,0,0,0
414,21,38968c84-2fc4-4e5f-a84d-28ab143dabfd,0,0,0,0,0
108,22,fc615593-1f0e-424f-ad2d-539e87ec3150,0,0,0,0,0
315,23,e57888c4-9cba-4a1a-9f0f-f744f43579a2,0,0,0,0,0
798,24,d0890658-7ac3-4b11-ab36-4131740ac44a,0,0,0,0,0
531,25,843ad3fd-58cd-4196-a456-7c85753eee01,0,0,0,0,0
299,26,ffcf801e-c3db-48e7-abdb-9c46e8ce77ea,0,0,0,0,0
451,27,0499c51c-ff6c-4bf0-a462-51f011ba7a6a,0,0,0,0,0
563,28,b845e64f-6fee-4409-8dd9-5d7d2ad1091a,0,0,0,0,0
16,29,eb1f8801-79e6-494c-a6f9-04be44d079f7,0,0,0,0,0
863,30,d0c6bd4b-a1fe-4670-8173-c47a19e1b9a5,0,0,0,0,0
776,31,3b79cce8-eb54-4ea9-9d0b-586b02f2f42f,0,0,0,0,0
643,32,c0e04b32-b3ad-41fe-9a83-84d3798ef517,0,0,0,0,0
784,33,17598522-5267-4f3a-9241-f8c051eb3858,0,0,0,0,0
587,34,c6c0c460-e683-43d8-a0b0-bc6fdce2237e,0,0,0,0,0
622,35,3beb378a-5c9c-46ee-abcb-288d40a7a40a,0,0,0,0,0
690,36,34cf4139-f75a-4eb8-8c0d-cb2d9d079930,0,0,0,0,0
908,37,daf86140-966c-4abb-88b2-9103d81f7de8,0,0,0,0,0
484,38,95509ef9-21fa-4ce1-9bcb-1db549018535,0,0,0,0,0
469,39,52525eda-2e1c-4a93-b163-bac3b2dc847e,0,0,0,0,0
232,40,2a57bc69-eb92-4b78-bff5-0801118a725c,0,0,0,0,0
213,41,b9826b81-7566-4304-9e02-55edf21d8e3f,0,0,0,0,0
807,42,9acd65e9-35ad-4e9e-ac1d-2dc0ed595f7b,0,0,0,0,0
800,43,9007cc8b-8524-4804-acc7-d4a28b3ded87,0,0,0,0,0
493,44,fceb26cb-06b8-4377-9e29-943d6f1111e6,0,0,0,0,0
936,45,6d74e553-85b4-496d-9faf-d861a987003f,0,0,0,0,0
946,46,28330bf7-c90a-4b1b-9400-8346f5721d06,0,0,0,0,0
831,47,3558d200-2956-4cbf-b88c-7f98d292d6d7,0,0,0,0,0
981,48,d19f8d0c-a23f-4abd-8d55-71bf83159ec0,0,0,0,0,0
898,49,a191cd42-7e38-4d5b-ab38-af9e6697c068,0,0,0,0,0
569,50,913f25cf-f944-43f5-b208-75c07a91cfb2,0,0,0,0,0
873,51,d00d5287-2904-4103-a77e-296ca47b8785,0,0,0,0,0
948,52,2469a803-e010-42a1-b5a7-3f7a74e182ae,0,0,0,0,0
89,53,6357c28e-0bc4-4ea5-920b-5a0dac1c520a,0,0,0,0,0
91,54,9d323ade-ba25-4867-953c-9ea33f491f48,0,0,0,0,0
114,55,28b3ff52-114a-4d82-892d-be8c3b757d84,0,0,0,0,0
901,56,ff5bb547-a896-4c81-a982-b49c995a7cf0,0,0,0,0,0
456,57,87d0a371-d960-4efc-8a27-df70c0e89e80,0,0,0,0,0
943,58,6ee8870a-6b87-4823-8ad4-b2aff23dca8d,0,0,0,0,0
584,59,aea66765-19bf-4920-b949-2924c20eaffa,0,0,0,0,0
435,60,d604cf1d-1c64-4a42-9c53-343b61759a0b,0,0,0,0,0
966,61,52c2b5f7-4815-4671-aa1e-801226920e59,0,0,0,0,0
764,62,bf59d040-da67-4825-8c80-5109c6a369d2,0,0,0,0,0
665,63,f5c1c89c-2c55-493c-af3f-f98b402298ac,0,0,0,0,0
184,64,296f4093-9235-4d89-8d52-f533772ccfb4,0,0,0,0,0
774,65,ac1e568d-a638-49eb-80da-d5d3c5674da7,0,0,0,0,0
941,66,8108ca40-02be-4779-b366-4c45e6d2c6e1,0,0,0,0,0
95,67,7fec90db-816d-4ce5-bbf1-ddc0d4ca7456,0,0,0,0,0
558,68,3bdae095-0a95-4c2d-9bd7-818eaee22025,0,0,0,0,0
624,69,20771bdd-4360-4143-ba7c-d3d90b3b07eb,0,0,0,0,0
430,70,9003357a-11b7-4781-bcdb-b6e829dab333,0,0,0,0,0
381,71,e053452a-ddcc-4a7f-96fe-79faf3e74f01,0,0,0,0,0
19,72,8b4d1f93-855c-4ccd-84a8-e0eef1fb6755,0,0,0,0,0
787,73,66c51890-8a71-46fa-a4a8-9644c3119098,0,0,0,0,0
917,74,29515a38-a9a2-4ea5-a36f-1b005776fa9c,0,0,0,0,0
647,75,625246bd-3edf-4033-9378-312e98b19823,0,0,0,0,0
421,76,82683c7a-60f6-4a9e-94cf-b0718573f42d,0,0,0,0,0
954,77,f4dcb0fe-892a-48bd-9bd3-323b3e9c8b7d,0,0,0,0,0
807,78,cd909a7f-b7d9-4d0e-94a3-6ac03f9c12f1,0,0,0,0,0
516,79,d92d7d6e-a5fb-47cc-b51a-197587b1efc7,0,0,0,0,0
442,80,863df499-6213-4ecb-a7bf-f74fc1e93fe9,0,0,0,0,0
886,81,30b00ae6-7f59-4b18-af49-4d1fc4937e54,0,0,0,0,0
581,82,19fc8b93-3dbe-419e-bced-c6bae0236038,0,0,0,0,0
847,83,0d7314e8-1bd1-42a8-a7d1-25b6d88ff10b,0,0,0,0,0
374,84,aaba5d98-904a-4728-89fd-337f38f4dd86,0,0,0,0,0
729,85,44ba2af1-2302-4dfc-934d-e44c5fe3a733,0,0,0,0,0
439,86,d3a5dda7-c2ff-4517-968c-31102e79e520,0,0,0,0,0
566,87,855d342f-a183-4af5-a66f-c23357e35cb5,0,0,0,0,0
24,88,d7f61ca3-335d-486e-b167-1124fd77da4e,0,0,0,0,0
689,89,9668b5b7-5817-406f-ad97-d1d1a265c267,0,0,0,0,0
246,90,313df528-e42a-49b3-9a4b-1dc9b342e363,0,0,0,0,0
406,91,61d0f468-4a27-487e-81af-adb96dc90cb3,0,0,0,0,0
646,92,628d6bb5-66f4-4ae1-a4e3-ee0692415986,0,0,0,0,0
490,93,b18b4e5d-4c80-462e-9abb-59f7cc2c772f,0,0,0,0,0
673,94,c8ee713a-0973-40b8-9933-99c14a9933e6,0,0,0,0,0
268,95,a60107f4-84bd-4dea-b061-4bbf97ec63e1,0,0,0,0,0
393,96,b164e409-5d84-49a1-8d46-dd24e4d5aaa1,0,0,0,0,0
507,97,b87c3b51-7d50-4921-a807-2f7103f0e0e3,0,0,0,0,0
374,98,78dcee4c-48e0-4a7f-82c8-a65041f75be7,0,0,0,0,0
931,99,7fece646-82e1-4dc3-b143-6bd51128d106,0,0,0,0,0
860,100,c743aeb3-6b35-4ee7-9abc-51a93bb713b8,0,0,0,0,0
757,101,22c5c805-ea74-4cc3-9ae1-6b89901ee3e3,0,0,0,0,0
935,102,274ead10-b989-43de-a787-d1a287a5124b,0,0,0,0,0
833,103,2b7356a1-0795-49b4-a9fa-ab1ef7ed8199,0,0,0,0,0
757,104,ddb4415b-c74c-477f-9182-3c4730870f70,0,0,0,0,0
638,105,8b3d3008-b1f7-4373-8bfe-90ca1ae210e8,0,0,0,0,0
30,106,9c5bf405-3ce6-439c-b776-1e97d32ed597,0,0,0,0,0
263,107,6da5f0c8-261a-4798-8bf2-8f0e28d48333,0,0,0,0,0
91,108,effb004a-8040-4fb0-bfde-b5f3e2bf2aab,0,0,0,0,0
710,109,f077cd5c-867d-47c7-9c85-1a4f6a27cda9,0,0,0,0,0
215,110,74e6c91f-edb8-4208-ac7a-7b2938dd615e,0,0,0,0,0
755,111,2c2a42c1-8844-45be-ad6e-cff077fd9423,0,0,0,0,0
905,112,dcdaf0f9-6795-42bc-9e50-91ad02f12c9c,0,0,0,0,0
156,113,1e73c166-538a-4901-93e8-7de25e5f426c,0,0,0,0,0
468,114,cc8ac74f-7ab2-4212-9fc0-04e43541f8d2,0,0,0,0,0
968,115,6b62048a-194b-4260-8cf3-49bd0b17e3aa,0,0,0,0,0
98,116,d052f036-a84e-41d3-9b30-3fe0501fb9d4,0,0,0,0,0
95,117,928386d6-573e-4832-ac82-533d83dfd8ad,0,0,0,0,0
666,118,e2fa06dd-1294-48a6-95ff-2d94082a8483,0,0,0,0,0
506,119,8da01c7a-130c-403c-bc36-0428a516c5d2,0,0,0,0,0
127,120,e6b541e1-2932-470d-90dd-77364146ffda,0,0,0,0,0
213,121,0d6c9811-0de8-43f6-98e5-ada58e29339a,0,0,0,0,0
977,122,636a493b-cb1c-458d-b5fd-9f67af555761,0,0,0,0,0
525,123,1f2de65d-8b78-44ca-b39f-1e2bbd43b73b,0,0,0,0,0
775,124,27b81bb7-4389-445f-8866-44b96ffd2555,0,0,0,0,0
476,125,590acdae-d9d0-47a7-a90b-08fa71fe7122,0,0,0,0,0
413,126,38d94ac3-9e03-4d6d-8574-229b76416bb8,0,0,0,0,0
500,127,1bf38db6-5821-4908-bbb4-978da251bf2c,0,0,0,0,0
820,128,83988fe9-3bfd-4d92-87d0-dc4b7e6d9a91,0,0,0,0,0
857,129,0fac30b6-b360-4543-8365-6e74d8d17259,0,0,0,0,0
366,130,0fb8a27b-721b-473a-93c5-b9444d74a913,0,0,0,0,0
510,131,fc17c38b-bc7b-4515-a53f-c7974b4a309b,0,0,0,0,0
384,132,86147de6-239f-491e-bc53-4f29784e90fb,0,0,0,0,0
244,133,97012b39-3628-4779-93f0-c41c5fcad5a3,0,0,0,0,0
504,134,77282795-a228-4fb5-8a98-8be0c7deb6ab,0,0,0,0,0
10,135,3f344052-7063-4cb6-8b6e-9424b24aa39d,0,0,0,0,0
378,136,6c3a0e6f-0a58-45eb-aabd-0014a32f121b,0,0,0,0,0
546,137,5b65e1ca-3559-4e26-a619-bfff913ffdba,0,0,0,0,0
936,138,89121c54-8e4b-474d-888f-5c78ef9b899a,0,0,0,0,0
763,139,2e76ee79-a5fa-41f4-aa6f-e3e8021e8503,0,0,0,0,0
444,140,63fcf9d5-d546-4168-8eab-4fa690133ef7,0,0,0,0,0
383,141,75730e25-1d33-4c57-9699-ec3c1ff619d7,0,0,0,0,0
934,142,9d1dd9d6-74d3-4320-93be-321de5d182df,0,0,0,0,0
552,143,3ed4f851-90f1-4da6-ab10-45335fa1d08e,0,0,0,0,0
253,144,25440954-375e-4c8a-860b-65cbc207ee2c,0,0,0,0,0
523,145,c7b85bca-ca40-4d4b-9f61-a5eb709be006,0,0,0,0,0
70,146,b26cad15-421d-4ea3-bb3e-7f69588f6dff,0,0,0,0,0
865,147,34e05741-9b89-440a-a386-81e4117061a2,0,0,0,0,0
620,148,e4c4dd95-f100-471c-b415-cee2cf4b1a59,0,0,0,0,0
345,149,e699eb03-8561-44d5-a131-711783d871b2,0,0,0,0,0
361,150,9ab6756d-5640-45d1-beba-8957e7a68e82,0,0,0,0,0
696,151,1fb3f830-7f78-47bf-9868-0e3762440573,0,0,0,0,0
76,152,7d33e869-aa44-48ea-ad6c-88a654ab1e0b,0,0,0,0,0
885,153,c91bc610-c18c-4ad2-a7b0-a039a488349e,0,0,0,0,0
393,154,76f326d8-c3f5-452a-acbf-2da74088dfc3,0,0,0,0,0
740,155,986921ed-b767-4f78-b667-c08953f9fb9c,0,0,0,0,0
868,156,9f42f5d7-f094-4965-af2b-b281ef32b0b8,0,0,0,0,0
339,157,d2d50960-7e60-407f-a052-6adac13f3955,0,0,0,0,0
209,158,434a82f1-8cb3-405a-8889-f280f17a0adb,0,0,0,0,0
309,159,7bd8ca3a-a4a8-4a1d-9607-9b767e6351e9,0,0,0,0,0
372,160,13469256-3b93-4bea-aa25-31890cfb85e9,0,0,0,0,0
