purchase_id,ticket_id,number_passport,ticket_price,miles_discount,round_trip_discount,insurance_price,ticket_subtotal
713,1,70d52bae-58c4-404c-89d2-cf3d11ae9855,0,0,0,0,0
524,2,1fe76d13-122b-49fb-af6f-e851f96faf6b,0,0,0,0,0
942,3,1e155a88-9010-4554-a9ef-4f463f81d7f2,0,0,0,0,0
832,4,1235da23-321b-43c2-8fbb-d07dd04f0d10,0,0,0,0,0
694,5,08e129f2-b63c-4197-b94d-f621b19102ee,0,0,0,0,0
676,6,35559707-d30b-4d9a-beec-c521e191517f,0,0,0,0,0
867,7,755c28d7-5225-4651-be20-0329627e359c,0,0,0,0,0
992,8,f9845022-2997-4a06-8bff-68f48d03224f,0,0,0,0,0
412,9,b8203e5e-07dd-4f9a-a66a-2b8c1d105c30,0,0,0,0,0
387,10,75b6cd3b-e752-42fc-9f46-0d1639e0bf8f,0,0,0,0,0
759,11,1a218a8e-3ac5-4f54-896c-cb48ba606522,0,0,0,0,0
976,12,e0dd69f9-df0c-4cd1-a2a5-f73764b12b26,0,0,0,0,0
567,13,a8ba6b62-e505-4351-a195-34c9516fd5ac,0,0,0,0,0
47,14,c25c5744-6153-42c4-a201-9ef692b0194b,0,0,0,0,0
582,15,cb99f503-99ce-4605-9f47-e62f72088c2e,0,0,0,0,0
566,16,b9532e85-5695-423e-84ca-be608c0b4148,0,0,0,0,0
563,17,62d2e461-5e93-45ab-bf82-d457e3d1834b,0,0,0,0,0
155,18,21cf0b55-87b5-414a-90e3-db10f0397c8e,0,0,0,0,0
104,19,70424b3e-6536-49b9-8de5-d3f759448b8c,0,0,0,0,0
451,20,e84d2b27-2004-402d-8b33-33042ec5f0a4,0,0,0,0,0
883,21,38968c84-2fc4-4e5f-a84d-28ab143dabfd,0,0,0,0,0
185,22,fc615593-1f0e-424f-ad2d-539e87ec3150,0,0,0,0,0
27,23,e57888c4-9cba-4a1a-9f0f-f744f43579a2,0,0,0,0,0
810,24,d0890658-7ac3-4b11-ab36-4131740ac44a,0,0,0,0,0
915,25,843ad3fd-58cd-4196-a456-7c85753eee01,0,0,0,0,0
154,26,ffcf801e-c3db-48e7-abdb-9c46e8ce77ea,0,0,0,0,0
801,27,0499c51c-ff6c-4bf0-a462-51f011ba7a6a,0,0,0,0,0
941,28,b845e64f-6fee-4409-8dd9-5d7d2ad1091a,0,0,0,0,0
163,29,eb1f8801-79e6-494c-a6f9-04be44d079f7,0,0,0,0,0
944,30,d0c6bd4b-a1fe-4670-8173-c47a19e1b9a5,0,0,0,0,0
901,31,3b79cce8-eb54-4ea9-9d0b-586b02f2f42f,0,0,0,0,0
748,32,c0e04b32-b3ad-41fe-9a83-84d3798ef517,0,0,0,0,0
753,33,17598522-5267-4f3a-9241-f8c051eb3858,0,0,0,0,0
152,34,c6c0c460-e683-43d8-a0b0-bc6fdce2237e,0,0,0,0,0
654,35,3beb378a-5c9c-46ee-abcb-288d40a7a40a,0,0,0,0,0
239,36,34cf4139-f75a-4eb8-8c0d-cb2d9d079930,0,0,0,0,0
930,37,daf86140-966c-4abb-88b2-9103d81f7de8,0,0,0,0,0
274,38,95509ef9-21fa-4ce1-9bcb-1db549018535,0,0,0,0,0
691,39,52525eda-2e1c-4a93-b163-bac3b2dc847e,0,0,0,0,0
779,40,2a57bc69-eb92-4b78-bff5-0801118a725c,0,0,0,0,0
138,41,b9826b81-7566-4304-9e02-55edf21d8e3f,0,0,0,0,0
252,42,9acd65e9-35ad-4e9e-ac1d-2dc0ed595f7b,0,0,0,0,0
273,43,9007cc8b-8524-4804-acc7-d4a28b3ded87,0,0,0,0,0
215,44,fceb26cb-06b8-4377-9e29-943d6f1111e6,0,0,0,0,0
650,45,6d74e553-85b4-496d-9faf-d861a987003f,0,0,0,0,0
315,46,28330bf7-c90a-4b1b-9400-8346f5721d06,0,0,0,0,0
235,47,3558d200-2956-4cbf-b88c-7f98d292d6d7,0,0,0,0,0
742,48,d19f8d0c-a23f-4abd-8d55-71bf83159ec0,0,0,0,0,0
443,49,a191cd42-7e38-4d5b-ab38-af9e6697c068,0,0,0,0,0
72,50,913f25cf-f944-43f5-b208-75c07a91cfb2,0,0,0,0,0
